hotel,arrival_date_month,country,total_night_stay,latitude,longitude
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,4,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,1,53.41291,-8.24389
City Hotel,March,372,7,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,2,53.41291,-8.24389
City Hotel,March,372,6,53.41291,-8.24389
City Hotel,March,372,1,53.41291,-8.24389
City Hotel,March,372,1,53.41291,-8.24389
City Hotel,March,372,4,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,5,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,8,53.41291,-8.24389
City Hotel,March,372,8,53.41291,-8.24389
City Hotel,March,372,8,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,5,53.41291,-8.24389
City Hotel,March,372,5,53.41291,-8.24389
City Hotel,March,372,2,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,1,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,5,53.41291,-8.24389
City Hotel,March,372,7,53.41291,-8.24389
City Hotel,March,372,2,53.41291,-8.24389
City Hotel,March,372,2,53.41291,-8.24389
City Hotel,March,372,4,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,2,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,2,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,4,53.41291,-8.24389
City Hotel,March,372,5,53.41291,-8.24389
City Hotel,March,372,5,53.41291,-8.24389
City Hotel,March,372,4,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,7,53.41291,-8.24389
City Hotel,March,372,4,53.41291,-8.24389
City Hotel,March,372,4,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,March,372,4,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,3,53.41291,-8.24389
City Hotel,March,372,4,53.41291,-8.24389
City Hotel,March,372,4,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,1,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,5,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,6,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,6,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,5,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,1,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,1,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,2,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,3,53.41291,-8.24389
City Hotel,April,372,4,53.41291,-8.24389
City Hotel,May,372,2,53.41291,-8.24389
City Hotel,May,372,2,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,2,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,7,53.41291,-8.24389
City Hotel,May,372,2,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,2,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,2,53.41291,-8.24389
City Hotel,May,372,2,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,6,53.41291,-8.24389
City Hotel,May,372,6,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,2,53.41291,-8.24389
City Hotel,May,372,7,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,2,53.41291,-8.24389
City Hotel,May,372,1,53.41291,-8.24389
City Hotel,May,372,2,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,3,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,May,372,4,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,1,53.41291,-8.24389
City Hotel,June,372,1,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,6,53.41291,-8.24389
City Hotel,June,372,5,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,2,53.41291,-8.24389
City Hotel,June,372,7,53.41291,-8.24389
City Hotel,June,372,2,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,2,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,2,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,2,53.41291,-8.24389
City Hotel,June,372,2,53.41291,-8.24389
City Hotel,June,372,6,53.41291,-8.24389
City Hotel,June,372,1,53.41291,-8.24389
City Hotel,June,372,5,53.41291,-8.24389
City Hotel,June,372,7,53.41291,-8.24389
City Hotel,June,372,7,53.41291,-8.24389
City Hotel,June,372,1,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,8,53.41291,-8.24389
City Hotel,June,372,1,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,5,53.41291,-8.24389
City Hotel,June,372,3,53.41291,-8.24389
City Hotel,June,372,2,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,June,372,6,53.41291,-8.24389
City Hotel,July,372,1,53.41291,-8.24389
City Hotel,June,372,9,53.41291,-8.24389
City Hotel,June,372,5,53.41291,-8.24389
City Hotel,July,372,1,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,June,372,4,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,July,372,1,53.41291,-8.24389
City Hotel,June,372,7,53.41291,-8.24389
City Hotel,July,372,4,53.41291,-8.24389
City Hotel,July,372,4,53.41291,-8.24389
City Hotel,July,372,4,53.41291,-8.24389
City Hotel,July,372,1,53.41291,-8.24389
City Hotel,July,372,4,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,July,372,1,53.41291,-8.24389
City Hotel,July,372,2,53.41291,-8.24389
City Hotel,July,372,2,53.41291,-8.24389
City Hotel,July,372,2,53.41291,-8.24389
City Hotel,July,372,7,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,July,372,2,53.41291,-8.24389
City Hotel,July,372,5,53.41291,-8.24389
City Hotel,July,372,1,53.41291,-8.24389
City Hotel,July,372,5,53.41291,-8.24389
City Hotel,July,372,5,53.41291,-8.24389
City Hotel,July,372,5,53.41291,-8.24389
City Hotel,July,372,1,53.41291,-8.24389
City Hotel,July,372,4,53.41291,-8.24389
City Hotel,July,372,4,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,July,372,7,53.41291,-8.24389
City Hotel,July,372,7,53.41291,-8.24389
City Hotel,July,372,4,53.41291,-8.24389
City Hotel,July,372,1,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,July,372,1,53.41291,-8.24389
City Hotel,July,372,7,53.41291,-8.24389
City Hotel,July,372,2,53.41291,-8.24389
City Hotel,July,372,5,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,July,372,1,53.41291,-8.24389
City Hotel,July,372,4,53.41291,-8.24389
City Hotel,July,372,2,53.41291,-8.24389
City Hotel,July,372,4,53.41291,-8.24389
City Hotel,July,372,4,53.41291,-8.24389
City Hotel,July,372,3,53.41291,-8.24389
City Hotel,July,372,4,53.41291,-8.24389
City Hotel,July,372,5,53.41291,-8.24389
City Hotel,August,372,2,53.41291,-8.24389
City Hotel,August,372,1,53.41291,-8.24389
City Hotel,July,372,10,53.41291,-8.24389
City Hotel,July,372,10,53.41291,-8.24389
City Hotel,August,372,2,53.41291,-8.24389
City Hotel,August,372,2,53.41291,-8.24389
City Hotel,August,372,2,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,5,53.41291,-8.24389
City Hotel,August,372,5,53.41291,-8.24389
City Hotel,August,372,4,53.41291,-8.24389
City Hotel,August,372,6,53.41291,-8.24389
City Hotel,August,372,4,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,5,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,4,53.41291,-8.24389
City Hotel,August,372,6,53.41291,-8.24389
City Hotel,August,372,5,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,4,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,1,53.41291,-8.24389
City Hotel,August,372,1,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,5,53.41291,-8.24389
City Hotel,August,372,2,53.41291,-8.24389
City Hotel,August,372,2,53.41291,-8.24389
City Hotel,August,372,5,53.41291,-8.24389
City Hotel,August,372,4,53.41291,-8.24389
City Hotel,August,372,4,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,2,53.41291,-8.24389
City Hotel,August,372,3,53.41291,-8.24389
City Hotel,August,372,4,53.41291,-8.24389
Resort Hotel,July,250,1,46.227638,2.213749
Resort Hotel,July,250,9,46.227638,2.213749
Resort Hotel,July,250,3,46.227638,2.213749
Resort Hotel,July,250,6,46.227638,2.213749
Resort Hotel,July,250,2,46.227638,2.213749
Resort Hotel,July,250,2,46.227638,2.213749
Resort Hotel,July,250,2,46.227638,2.213749
Resort Hotel,July,250,2,46.227638,2.213749
Resort Hotel,July,250,11,46.227638,2.213749
Resort Hotel,July,250,7,46.227638,2.213749
Resort Hotel,July,250,9,46.227638,2.213749
Resort Hotel,July,250,2,46.227638,2.213749
Resort Hotel,July,250,4,46.227638,2.213749
Resort Hotel,July,250,6,46.227638,2.213749
Resort Hotel,July,250,8,46.227638,2.213749
Resort Hotel,July,250,4,46.227638,2.213749
Resort Hotel,August,250,1,46.227638,2.213749
Resort Hotel,August,250,4,46.227638,2.213749
Resort Hotel,August,250,13,46.227638,2.213749
Resort Hotel,August,250,3,46.227638,2.213749
Resort Hotel,August,250,3,46.227638,2.213749
Resort Hotel,August,250,10,46.227638,2.213749
Resort Hotel,August,250,10,46.227638,2.213749
Resort Hotel,August,250,1,46.227638,2.213749
Resort Hotel,August,250,5,46.227638,2.213749
Resort Hotel,August,250,5,46.227638,2.213749
Resort Hotel,August,250,5,46.227638,2.213749
Resort Hotel,August,250,4,46.227638,2.213749
Resort Hotel,August,250,7,46.227638,2.213749
Resort Hotel,August,250,3,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,1,46.227638,2.213749
Resort Hotel,September,250,10,46.227638,2.213749
Resort Hotel,September,250,1,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,5,46.227638,2.213749
Resort Hotel,September,250,1,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,7,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,7,46.227638,2.213749
Resort Hotel,October,250,3,46.227638,2.213749
Resort Hotel,October,250,3,46.227638,2.213749
Resort Hotel,October,250,4,46.227638,2.213749
Resort Hotel,October,250,4,46.227638,2.213749
Resort Hotel,October,250,4,46.227638,2.213749
Resort Hotel,October,250,7,46.227638,2.213749
Resort Hotel,October,250,3,46.227638,2.213749
Resort Hotel,October,250,7,46.227638,2.213749
Resort Hotel,October,250,1,46.227638,2.213749
Resort Hotel,October,250,2,46.227638,2.213749
Resort Hotel,October,250,2,46.227638,2.213749
Resort Hotel,October,250,2,46.227638,2.213749
Resort Hotel,October,250,7,46.227638,2.213749
Resort Hotel,October,250,7,46.227638,2.213749
Resort Hotel,October,250,4,46.227638,2.213749
Resort Hotel,October,250,7,46.227638,2.213749
Resort Hotel,October,250,3,46.227638,2.213749
Resort Hotel,November,250,1,46.227638,2.213749
Resort Hotel,November,250,1,46.227638,2.213749
Resort Hotel,November,250,13,46.227638,2.213749
Resort Hotel,November,250,13,46.227638,2.213749
Resort Hotel,November,250,9,46.227638,2.213749
Resort Hotel,November,250,9,46.227638,2.213749
Resort Hotel,November,250,7,46.227638,2.213749
Resort Hotel,November,250,7,46.227638,2.213749
Resort Hotel,November,250,4,46.227638,2.213749
Resort Hotel,November,250,7,46.227638,2.213749
Resort Hotel,November,250,3,46.227638,2.213749
Resort Hotel,November,250,3,46.227638,2.213749
Resort Hotel,November,250,3,46.227638,2.213749
Resort Hotel,November,250,3,46.227638,2.213749
Resort Hotel,November,250,3,46.227638,2.213749
Resort Hotel,November,250,3,46.227638,2.213749
Resort Hotel,November,250,3,46.227638,2.213749
Resort Hotel,November,250,2,46.227638,2.213749
Resort Hotel,November,250,3,46.227638,2.213749
Resort Hotel,November,250,4,46.227638,2.213749
Resort Hotel,November,250,7,46.227638,2.213749
Resort Hotel,November,250,3,46.227638,2.213749
Resort Hotel,December,250,4,46.227638,2.213749
Resort Hotel,December,250,7,46.227638,2.213749
Resort Hotel,December,250,7,46.227638,2.213749
Resort Hotel,December,250,5,46.227638,2.213749
Resort Hotel,December,250,4,46.227638,2.213749
Resort Hotel,January,250,7,46.227638,2.213749
Resort Hotel,February,250,2,46.227638,2.213749
Resort Hotel,February,250,2,46.227638,2.213749
Resort Hotel,February,250,2,46.227638,2.213749
Resort Hotel,February,250,2,46.227638,2.213749
Resort Hotel,February,250,2,46.227638,2.213749
Resort Hotel,February,250,2,46.227638,2.213749
Resort Hotel,February,250,2,46.227638,2.213749
Resort Hotel,February,250,2,46.227638,2.213749
Resort Hotel,February,250,2,46.227638,2.213749
Resort Hotel,February,250,7,46.227638,2.213749
Resort Hotel,March,250,7,46.227638,2.213749
Resort Hotel,April,250,4,46.227638,2.213749
Resort Hotel,April,250,8,46.227638,2.213749
Resort Hotel,April,250,7,46.227638,2.213749
Resort Hotel,April,250,6,46.227638,2.213749
Resort Hotel,April,250,6,46.227638,2.213749
Resort Hotel,April,250,2,46.227638,2.213749
Resort Hotel,April,250,2,46.227638,2.213749
Resort Hotel,April,250,2,46.227638,2.213749
Resort Hotel,May,250,2,46.227638,2.213749
Resort Hotel,May,250,2,46.227638,2.213749
Resort Hotel,May,250,2,46.227638,2.213749
Resort Hotel,May,250,2,46.227638,2.213749
Resort Hotel,May,250,4,46.227638,2.213749
Resort Hotel,October,250,7,46.227638,2.213749
Resort Hotel,July,250,1,46.227638,2.213749
Resort Hotel,July,250,11,46.227638,2.213749
Resort Hotel,August,250,5,46.227638,2.213749
Resort Hotel,August,250,4,46.227638,2.213749
Resort Hotel,August,250,3,46.227638,2.213749
Resort Hotel,August,250,1,46.227638,2.213749
Resort Hotel,August,250,7,46.227638,2.213749
Resort Hotel,August,250,7,46.227638,2.213749
Resort Hotel,August,250,7,46.227638,2.213749
Resort Hotel,August,250,3,46.227638,2.213749
Resort Hotel,August,250,6,46.227638,2.213749
Resort Hotel,August,250,3,46.227638,2.213749
Resort Hotel,August,250,5,46.227638,2.213749
Resort Hotel,August,250,14,46.227638,2.213749
Resort Hotel,August,250,14,46.227638,2.213749
Resort Hotel,August,250,4,46.227638,2.213749
Resort Hotel,August,250,5,46.227638,2.213749
Resort Hotel,August,250,2,46.227638,2.213749
Resort Hotel,August,250,7,46.227638,2.213749
Resort Hotel,August,250,13,46.227638,2.213749
Resort Hotel,August,250,1,46.227638,2.213749
Resort Hotel,August,250,10,46.227638,2.213749
Resort Hotel,August,250,2,46.227638,2.213749
Resort Hotel,October,250,10,46.227638,2.213749
Resort Hotel,August,250,5,46.227638,2.213749
Resort Hotel,August,250,2,46.227638,2.213749
Resort Hotel,August,250,1,46.227638,2.213749
Resort Hotel,August,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,August,250,7,46.227638,2.213749
Resort Hotel,August,250,14,46.227638,2.213749
Resort Hotel,September,250,1,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,7,46.227638,2.213749
Resort Hotel,September,250,6,46.227638,2.213749
Resort Hotel,September,250,14,46.227638,2.213749
Resort Hotel,September,250,4,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,1,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,3,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,4,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
Resort Hotel,September,250,2,46.227638,2.213749
